,Name,School,L10_High_VT,L10_Ave_VT,Freshman,NCAA_High_VT,NCAA_Ave_VT,VT_nqs
2637,Claire Boyce,Florida,9.65,6.832142857142856,2014,0.0,0.0,0.0
2638,Leah Slobodin,Maryland,9.6,6.775,2015,9.775,9.729,9.735
2639,Taylor Le Moal,Centenary College,9.25,5.986111111111111,2015,9.55,9.308,9.51
2640,Rebecca Johnson,Missouri,9.2,5.673214285714286,2012,9.825,9.675,9.695
2641,Rachel Kreager,UC Davis,9.575,6.973529411764706,2014,0.0,0.0,0.0
2642,Katie Morsefield,Bowling Green,9.725,9.26,2016,9.8,9.66,9.78
2643,Maggie Nichols,Oklahoma,9.875,6.485416666666667,2017,10.0,9.933,9.995
2644,Nicole Wangler,UW-La Crosse,9.625,6.222222222222222,2014,9.675,9.427,9.59
2645,Hannah Wilken,Air Force,9.225,3.986111111111111,2014,9.575,9.45,0.0
2646,Jaine VanPutten,Ohio State,9.725,9.618749999999999,2014,9.85,9.737,9.83
2647,Gianna Scala,Winona State,9.075,9.075,2018,9.325,8.988,9.16
2648,Madeline Lind,Hamline,8.925,8.558333333333334,2015,0.0,0.0,0.0
2649,Andrea Maldonado,Iowa State,9.45,9.3125,2021,0.0,0.0,0.0
2650,Morgan Bradford,Hamline,0.0,0.0,2015,0.0,0.0,0.0
2651,Samantha Ward,Towson,9.375,6.853125,2013,9.825,9.493,9.72
2652,Katelyn Roland,West Chester,9.0,6.610937500000001,2014,0.0,0.0,0.0
2653,Brooke Williams,Brown,9.35,6.663333333333333,2014,9.65,9.46,9.59
2654,Isabelle Castillo,California,9.625,3.409090909090909,2015,0.0,0.0,0.0
2655,Amanda Palladino,Ursinus College,8.05,8.05,2015,8.95,8.95,0.0
2656,Sydney Kennedy,Illinois State,9.575,7.091176470588236,2014,9.575,9.439,9.475
2657,Emma Hicks,UC Davis,8.825,8.825,2017,9.625,9.567,0.0
2658,Yonni Michovska,UC Davis,9.45,9.225,2014,9.8,9.67,9.79
2659,Annie Graft,Air Force,9.575,5.65,2015,0.0,0.0,0.0
2660,Nicole Johnson,Arizona State,9.35,6.6533333333333315,2011,9.825,9.587,0.0
2661,Kacie Traina,Yale,8.95,5.496875000000001,2014,9.625,9.575,0.0
2662,Jessy MacArthur,UCLA,9.625,7.891666666666667,2014,0.0,0.0,0.0
2663,Chanen Raygoza,Penn State,9.75,7.004545454545454,2015,9.85,9.75,9.755
2664,Megan Jimenez,Oregon State,9.7,7.348076923076924,2014,9.875,9.796,9.85
2665,Jessica Gracia,New Hampshire,9.5,7.925000000000001,2014,0.0,0.0,0.0
2666,Emma Sibson,Penn State,9.95,9.925,2014,9.975,9.812,9.915
2667,Bayleigh Fobes,Towson,9.025,8.858333333333333,2014,9.75,9.532,9.695
2668,Taylor Harrison,Ohio State,9.925,6.802205882352941,2015,9.9,9.804,9.85
2669,Ashley Lambert,Nebraska,9.825,7.203749999999999,2014,10.0,9.842,9.925
2670,Kaitlynn Hedelund,North Carolina,9.9,6.42857142857143,2015,9.9,9.718,9.855
2671,Kiera Brown,Georgia,9.75,7.832954545454547,2014,9.875,9.765,9.815
2672,Sandra Collantes,Boise State,9.8,7.425,2015,9.875,9.743,9.82
2673,Leah Slobodin,Maryland,9.6,6.775,2015,9.775,9.729,9.735
2674,Katherine Locher,Illinois State,9.55,6.732692307692306,2016,0.0,0.0,0.0
2675,Delaney Garin,Temple,9.7,7.027419354838711,2018,0.0,0.0,0.0
2676,Savannah Borman,Arizona State,9.325,6.610227272727273,2014,9.575,9.511,9.535
2677,Jamie Stone,Ohio State,9.95,6.9696428571428575,2016,9.9,9.775,9.88
2678,Taylor Le Moal,Centenary College,9.25,5.986111111111111,2015,9.55,9.308,9.51
2679,Nya Reed,Florida,9.8,7.553571428571429,2019,9.975,9.809,9.94
2680,Haley Brechwald,Pittsburgh,9.775,6.552586206896552,2018,9.85,9.757,9.845
2681,Jessica Myers,UIC,9.3,5.5845238095238106,2016,0.0,0.0,0.0
2682,Roya Shirley,Michigan State,9.65,7.476,2016,9.875,9.713,9.805
2683,Hope Nelson,Alaska,9.05,5.024999999999999,2018,9.55,9.385,9.475
2684,Isabella Amado,Boise State,9.725,7.710227272727274,2017,9.75,9.713,0.0
2685,Ariana Orrego,Iowa State,9.775,7.33409090909091,2018,9.8,9.729,9.79
2686,Amber Miller,West Chester,8.825,4.24375,2009,0.0,0.0,0.0
2687,Chloe Cluchey,West Virginia,9.75,6.895833333333334,2017,9.875,9.743,9.79
2688,Kari Willett,UW-La Crosse,9.4,6.448214285714286,2015,9.725,9.453,9.64
2689,Stefanie Merkle,Ohio State,0.0,0.0,2015,9.85,9.744,9.83
2690,Gracie Day,Auburn,9.75,9.515,2017,9.925,9.791,9.9
2691,Victoria Reggiani,Temple,9.35,7.406818181818181,2014,9.625,9.506,9.57
2692,Skyelee Lamano,Kent State,9.55,5.846875,2014,9.8,9.672,9.77
2693,Nicole Dragon,Maryland,9.5,6.675000000000002,2014,0.0,0.0,0.0
2694,Hannah Sobhan,North Carolina State,9.5,6.970833333333334,2015,0.0,0.0,0.0
2695,Mallary Dick,UW-Stout,0.0,0.0,2017,9.3,9.108,9.07
2696,Kaitlin Cowles,George Washington,9.6,7.620833333333334,2014,0.0,0.0,0.0
2697,Maegan Chant,Florida,9.725,9.725,2017,9.875,9.819,9.84
2698,Ashley Landry,Air Force,9.475,6.8875,2014,0.0,0.0,0.0
2699,Ashley Griffith,Cal State-Fullerton,0.0,0.0,2009,0.0,0.0,0.0
2700,Lauren Cartmell,Lindenwood,9.45,7.739285714285715,2013,9.425,9.217,9.175
2701,Kristina Heymann,California,9.525,6.728571428571429,2013,9.875,9.793,9.855
2702,Kylie Clark,Northern Illinois,9.6,6.73,2014,0.0,0.0,0.0
2703,Morgan Tolman,Denver,9.35,6.226923076923077,2013,0.0,0.0,0.0
2704,Corey Holman,Brown,9.5,7.846428571428572,2013,9.875,9.657,9.785
2705,Jasmine Holmes,San Jose State,9.55,7.846153846153846,2013,9.825,9.7,9.77
2706,Maddie Herr,Ohio State,9.35,6.072222222222222,2013,9.875,9.726,9.82
2707,Erin Hamister,Arizona State,9.9,7.971153846153847,2013,9.85,9.61,9.76
2708,Kirsten Petzold,Central Michigan,9.675,6.440625,2013,9.925,9.803,9.9
2709,Alexsis Petrikis,George Washington,9.525,5.790625,2013,9.75,9.573,9.68
2710,Lydia Thompson,Towson,9.475,6.180555555555555,2013,9.85,9.748,9.795
2711,Jade Donaldson,Winona State,9.475,7.492500000000001,2013,9.65,9.469,9.62
2712,Katie Stuart,Kentucky,9.375,6.75,2016,9.975,9.777,9.905
2713,Laura Kummerle,Pittsburgh,9.325,6.120833333333334,2013,0.0,0.0,0.0
2714,Alyssa Kaschak,San Jose State,9.575,6.875,2014,0.0,0.0,0.0
2715,Amanda McGee,William & Mary,9.725,7.8136363636363635,2013,0.0,0.0,0.0
2716,Chloe Marshall,S.E. Missouri,9.25,7.28,2015,0.0,0.0,0.0
2717,Brooke Evans,Ball State,9.625,7.9125,2013,9.825,9.695,9.805
2718,Maria Cross,Ball State,9.25,7.5874999999999995,2013,0.0,0.0,0.0
2719,Meghan Goyden,Cortland State,9.4,7.625,2013,9.65,9.459,9.59
2720,Julohn Teixeira,Cornell,8.875,7.1937500000000005,2013,0.0,0.0,0.0
2721,Taylor Bolender,Central Michigan,9.25,3.5825000000000005,2013,9.725,9.616,9.64
2722,Stephanie Strickler,Centenary College,9.05,5.9375,2013,9.7,9.4,9.54
2723,Ashlin Chambliss,Eastern Michigan,9.6,6.6916666666666655,2013,9.75,9.675,9.695
2724,Hannah Lee,UW-Whitewater,9.25,6.540000000000001,2013,9.65,9.448,9.61
2725,Tiara Chadran,Pittsburgh,9.4,5.327083333333333,2015,9.55,9.396,9.435
2726,Allyson Pancott,West Chester,9.025,5.59375,2013,0.0,0.0,0.0
2727,Keeley Kmieciak,Oklahoma,10.0,6.7140625,2013,9.95,9.861,9.925
2728,Randii Wyrick,LSU,9.775,8.165384615384616,2013,9.9,9.85,9.86
2729,Lauren Beers,Alabama,9.85,4.865625,2013,10.0,9.871,9.95
2730,Breanna Hughes,Utah,9.9,5.949999999999999,2013,9.975,9.874,9.9
2731,Caitlin Atkinson,Auburn,9.9,6.5361111111111105,2013,9.95,9.866,9.915
2732,Briley Casanova,Michigan,9.825,7.775,2013,9.825,9.727,9.79
2733,Carley Sims,Alabama,9.85,7.9318181818181825,2013,9.925,9.836,9.905
2734,Hanna Nordquist,Minnesota,9.775,6.958333333333332,2013,9.7,9.7,0.0
2735,Stacie Webb,Southern Utah,9.85,7.902272727272727,2014,9.925,9.818,9.875
2736,Alyssa Nocella,Bowling Green,9.7,6.388888888888889,2013,9.85,9.675,9.81
2737,Sheridan Metcalf,Washington,9.65,7.369444444444444,2013,9.75,9.606,9.69
2738,Rachel Gowey,Florida,9.525,7.018750000000001,2017,9.875,9.806,9.835
2739,Kathy Tang,Maryland,9.75,8.180357142857144,2013,9.9,9.811,9.88
2740,Michaela Woodford,North Carolina State,9.625,8.119642857142859,2013,9.8,9.716,9.785
2741,Shelby Edwards,Arizona,9.9,7.8075,2013,9.95,9.83,9.9
2742,Emily Barrett,Denver,9.625,5.99090909090909,2013,9.875,9.768,9.85
2743,Maile'ana Kanewa,Oklahoma,9.875,7.4557692307692305,2013,9.975,9.892,9.948
2744,Josselyn Mackey,North Carolina,9.45,6.79,2013,9.8,9.452,9.59
2745,Erin Freier,Arkansas,9.825,8.076785714285714,2013,9.8,9.693,9.745
2746,Kaitlin Rahon,Minnesota,9.5,6.517500000000001,2014,0.0,0.0,0.0
2747,Brittany Stover,William & Mary,9.625,7.3999999999999995,2013,9.95,9.809,9.885
2748,Stephanie Miceli,Arizona State,9.6,7.916666666666668,2013,9.8,9.578,9.64
2749,Molly McFarland,Boise State,9.5,7.718181818181819,2015,0.0,0.0,0.0
2750,Allison Northey,Washington,9.55,7.6840909090909095,2013,9.9,9.791,9.885
2751,M'rcy Matsunami,Alaska,9.675,7.8999999999999995,2013,9.85,9.721,9.815
2752,Haley Scaman,Oklahoma,9.925,7.594444444444444,2013,10.0,9.9,9.963
2753,Makenzie Johnson,BYU,9.775,6.948333333333333,2013,9.875,9.796,9.865
2754,Marissa Beucler,Kentucky,9.625,7.342857142857143,2013,9.8,9.695,9.78
2755,Taylor Alotta,Penn State,9.575,7.205555555555555,2013,0.0,0.0,0.0
2756,Baylie Divino,Southern Utah,9.55,6.753571428571428,2013,9.775,9.702,9.74
2757,Rachel Henderson,Missouri,9.525,6.21111111111111,2013,9.6,9.55,0.0
2758,Audrey Tolbert,Ohio State,9.75,7.852083333333333,2013,9.8,9.727,9.76
2759,Taylor Redmond,George Washington,9.45,7.568181818181818,2013,0.0,0.0,0.0
2760,Taylor Penzien,S.E. Missouri,9.675,7.252777777777778,2013,9.6,9.581,0.0
2761,Heather Foley,Illinois,9.475,6.99375,2013,9.85,9.72,9.81
2762,Michelle Gauthier,LSU,9.825,6.941666666666666,2014,0.0,0.0,0.0
2763,Madeline Hanley,Minnesota,9.45,7.520454545454545,2013,0.0,0.0,0.0
2764,Cassie Benning,Sacramento State,9.6,6.440624999999999,2013,9.85,9.765,9.775
2765,Arlyn Amor,Southern Utah,9.875,6.679411764705882,2013,9.85,9.71,0.0
2766,Krystine Jacobsen,Boise State,9.575,7.783333333333333,2013,9.8,9.705,9.735
2767,Lisa Burt,Michigan State,9.725,6.989999999999999,2013,9.85,9.665,9.815
2768,Anna Corbett,Western Michigan,9.7,7.916666666666667,2014,9.925,9.751,9.865
2769,Sarah Marquez,Oregon State,9.9,7.996153846153846,2013,9.8,9.762,0.0
2770,Sara Townsend,Iowa State,9.675,7.0875,2013,9.8,9.676,9.745
2771,Amanda Mohler,Illinois State,9.25,5.289583333333334,2013,0.0,0.0,0.0
2772,Caroline Ellingboe,Bowling Green,9.3,7.306666666666667,2013,0.0,0.0,0.0
2773,Hayley Sanzotti,Utah State,9.425,7.529545454545456,2013,9.775,9.575,9.73
2774,Elyse Shenberger,Pennsylvania,9.25,7.502083333333334,2013,9.6,9.521,9.545
2775,Taylor Rice,Stanford,9.85,6.6475,2013,9.95,9.79,9.9
2776,Lauren Brodie,New Hampshire,9.5,7.318333333333333,2013,9.5,9.192,0.0
2777,Alie Glover,Iowa,9.675,7.078125000000001,2013,9.925,9.74,9.845
2778,Sarah Neumann,Air Force,9.225,8.98,2014,0.0,0.0,0.0
2779,Kimberly Ebeyer,Eastern Michigan,9.575,5.90625,2013,9.825,9.705,9.78
2780,Danci Cha,Illinois State,9.25,5.803571428571428,2013,9.35,8.8,0.0
2781,Alix Faden,Penn State,9.5,7.610416666666667,2013,0.0,0.0,0.0
2782,Jenna Frowein,Stanford,9.275,6.84375,2014,0.0,0.0,0.0
2783,Kyra Trowbridge,Iowa,9.6,6.75,2013,9.9,9.775,9.825
2784,Nicole Pearson,Pittsburgh,9.525,6.86875,2013,9.825,9.67,9.805
2785,Nicolle Eastman,Kent State,9.85,8.033928571428572,2013,9.825,9.663,9.81
2786,Carissa Kraus,Arizona State,9.5,7.44,2013,9.9,9.654,9.86
2787,Brittany Aragon,Western Michigan,9.55,6.54,2014,9.825,9.657,9.76
2788,Abigail Griswold,Towson,9.4,6.856249999999999,2013,9.675,9.505,9.61
2789,Jordan Widener,California,9.525,7.331666666666667,2013,9.025,9.025,0.0
2790,Katrina Carpenter,Bowling Green,9.5,7.745833333333333,2013,9.7,9.545,9.64
2791,Karlee Teet,Central Michigan,9.425,7.0576923076923075,2014,9.875,9.715,9.845
2792,Madeline Martinez,Cornell,9.7,6.45,2013,9.775,9.577,9.765
2793,Destiny Ezell,Utah State,9.5,7.225,2013,9.75,9.497,9.54
2794,Heather Elswick,Arkansas,9.8,7.987499999999999,2013,9.95,9.805,9.895
2795,Risa Perez,Arizona State,9.45,7.468181818181819,2013,9.775,9.7,0.0
2796,Shannen Kelly,Air Force,9.425,7.345000000000001,2013,9.65,9.505,9.6
2797,Jennifer Rochefort,Southern Conn.,9.35,7.015384615384615,2013,0.0,0.0,0.0
2798,Ryann Anderson,Air Force,9.5,7.228571428571429,2013,9.625,9.547,9.555
2799,Catarina Broccoli,New Hampshire,9.425,7.177777777777779,2013,0.0,0.0,0.0
2800,Kelsey Kopec,Auburn,9.4,6.595833333333333,2014,9.85,9.743,9.8
2801,Sarah Peterson,North Carolina,9.475,5.7875,2013,9.9,9.742,9.815
2802,Daniela Fumagalli,Lindenwood,9.475,6.8218749999999995,2013,9.625,9.459,9.58
2803,Allie Salas,Arizona State,9.25,7.760714285714286,2013,9.875,9.748,9.835
2804,Rachel Feeken,Denver,9.475,5.055555555555556,2014,0.0,0.0,0.0
2805,Emily Nagy,Cortland State,9.45,4.615,2013,0.0,0.0,0.0
2806,Sheree Romesburg,UW-La Crosse,9.3,5.743181818181818,2013,9.65,9.313,9.55
2807,Courtney Turner,North Carolina State,9.25,5.5,2014,0.0,0.0,0.0
2808,Samantha Kent,Ohio State,9.35,5.271428571428571,2013,0.0,0.0,0.0
2809,Maggie Dunn,Ohio State,9.675,7.083333333333334,2013,9.775,9.731,0.0
2810,Lindsey Litten,West Virginia,9.1,6.19,2014,0.0,0.0,0.0
2811,Aubrey Hine,North Carolina State,9.525,6.072222222222223,2013,0.0,0.0,0.0
2812,Claudia Salinas,Rutgers,9.05,4.4125,2013,0.0,0.0,0.0
2813,Patti Konschak,West Chester,9.05,5.515625,2013,0.0,0.0,0.0
2814,Alyssa Glass,William & Mary,9.275,5.830555555555556,2013,9.875,9.54,9.755
2815,Danielle Verdon,Rutgers,9.525,6.555,2013,9.775,9.7,9.7
2816,Kristina Steffenhagen,Ursinus College,9.65,9.275,2013,9.8,9.375,9.755
2817,Megan Love,UW-Whitewater,9.325,6.036111111111111,2013,9.575,9.397,9.45
2818,Ashley DeWoolfson,Cortland State,9.3,5.6312500000000005,2013,9.625,9.392,9.525
2819,Brittany Vasile,Brockport,9.325,7.411363636363637,2015,9.675,9.426,9.575
2820,Cecelia Lorenzen,West Chester,9.2,7.289583333333334,2013,0.0,0.0,0.0
2821,Selena Swanger,West Chester,9.325,8.99375,2014,9.7,9.552,9.685
2822,Alicia Bair,Cornell,9.425,9.205,2013,9.825,9.616,9.79
2823,Anika Woodard,Bridgeport,9.0,4.475,2014,0.0,0.0,0.0
2824,Angela Durkac,Ball State,9.2,3.783333333333333,2013,9.425,9.425,0.0
2825,Jaida Lawrence,West Virginia,9.9,7.7775,2013,9.925,9.826,9.9
2826,Meagan Puccio,Southern Conn.,9.475,6.582142857142857,2013,9.65,9.262,9.5
2827,Kaylie Cronin,Cornell,9.25,7.22,2013,0.0,0.0,0.0
2828,Tara Kilkenny,Temple,9.25,4.980555555555556,2013,0.0,0.0,0.0
2829,Emily Paterson,Pennsylvania,9.275,6.295,2013,9.7,9.51,9.69
2830,Alyssa Hult,West Chester,9.3,7.534615384615385,2013,9.2,9.2,0.0
2831,Erin Patchey,Ball State,9.65,6.739285714285715,2013,9.8,9.693,9.8
2832,Kiki Parenteau,Southern Utah,9.35,6.802777777777778,2014,0.0,0.0,0.0
2833,Kaylee Jondahl,UW-Stout,9.525,6.080555555555555,2014,9.8,9.535,9.71
2834,Jessica Borton,Ball State,9.2,8.99,2013,9.0,9.0,0.0
2835,Natalie Hall,UW-La Crosse,9.375,6.795833333333333,2013,9.475,9.356,0.0
2836,Ashlee Henfling,UW-La Crosse,9.425,6.762500000000001,2014,8.95,8.95,0.0
2837,Alex Marasco,Iowa State,9.7,3.1638888888888888,2013,9.9,9.696,9.81
2838,Mesha Peterson,UW-Stout,9.55,7.645454545454546,2013,9.5,9.5,0.0
2839,Steffi Heuer,UW-Whitewater,9.325,7.033333333333333,2013,9.475,9.358,0.0
2840,Jill Chappel,Kentucky,9.85,9.48,2013,9.825,9.742,9.78
2841,Meghan Brannon,West Chester,9.0,5.050000000000001,2013,9.45,9.186,9.22
2842,Katlin Isaacs,Kent State,9.45,6.707142857142857,2013,0.0,0.0,0.0
2843,Trystien Charles,Lindenwood,9.45,4.61,2013,9.65,9.484,9.56
2844,Casie Hood,Centenary College,9.05,6.228571428571429,2014,9.375,9.112,9.06
2845,Micole O'dell,Iowa State,9.5,9.5,2015,9.825,9.594,9.71
2846,Danielle Vahala,Temple,9.225,6.025,2015,9.375,9.375,0.0
2847,Khadijah Hudson,Eastern Michigan,9.625,6.9318181818181825,2013,9.875,9.743,9.825
2848,Lexi Mura,Iowa,9.35,9.35,2015,0.0,0.0,0.0
2849,Amy Roemmele,Kentucky,9.45,6.394230769230769,2013,0.0,0.0,0.0
2850,Samantha Pearsall,Iowa State,9.4,4.113888888888889,2013,0.0,0.0,0.0
2851,Lindsay Williams,Michigan,9.25,4.8730769230769235,2013,0.0,0.0,0.0
2852,Marissa Wossner,Boise State,9.55,7.352499999999999,2013,0.0,0.0,0.0
2853,Giana O'Connor,Illinois,9.5,6.275,2013,9.95,9.818,9.91
2854,Kayla Weber,Western Michigan,9.475,6.166666666666667,2013,9.9,9.639,9.79
2855,Miya Dotson,Western Michigan,9.65,7.781249999999999,2013,9.8,9.627,9.77
2856,Krystal Walker,UW-Oshkosh,9.225,7.0339285714285715,2013,9.6,9.312,9.525
2857,Natalie Amadio,Northern Illinois,9.375,6.265384615384615,2013,9.55,9.55,0.0
2858,Kennedy Prentice,Cornell,9.325,7.723076923076922,2013,0.0,0.0,0.0
2859,Alyssa Lopez,Iowa,9.575,9.475,2013,9.775,9.68,0.0
2860,Brittany Holmes,Michigan State,9.2,6.78125,2013,9.8,9.67,9.75
2861,Kristyn Bossle,Illinois State,9.65,8.021153846153847,2014,9.875,9.601,9.815
2862,Holly Ryan,Michigan State,9.6,6.527272727272727,2014,9.625,9.595,0.0
2863,Jessica Buis,Western Michigan,9.725,6.777272727272727,2013,9.875,9.776,9.875
2864,Lauren Africano,Northern Illinois,9.3,5.1125,2013,0.0,0.0,0.0
2865,Lindsay Offutt,Pittsburgh,9.3,6.640909090909092,2014,9.875,9.484,9.81
2866,Madison Kremer,Texas Woman's,9.325,6.980555555555556,2014,9.675,9.508,0.0
2867,Kayla Kosmerl,Kent State,9.3,9.087499999999999,2014,0.0,0.0,0.0
2868,Jordan Charrette,Central Michigan,9.225,7.2124999999999995,2015,0.0,0.0,0.0
2869,Megan Lamphere,Central Michigan,9.275,7.598076923076922,2013,0.0,0.0,0.0
2870,Alexandra Chretien,Brown,9.225,5.210416666666666,2013,9.05,9.0,0.0
2871,Danielle Turner,UW-Oshkosh,9.35,7.667307692307692,2014,9.675,9.338,9.485
2872,Miranda Kerr,Ball State,9.4,5.267857142857142,2013,9.9,9.71,9.855
2873,Kayla Beckler,Ball State,9.8,6.46923076923077,2014,9.85,9.637,9.755
2874,Allie Hansen,Iowa State,0.0,0.0,2014,9.725,9.6,0.0
2875,Maddie Krentz,Boise State,9.575,6.341666666666667,2013,9.925,9.808,9.9
2876,Allison Bellingham,San Jose State,9.2,6.015000000000001,2013,9.6,9.6,0.0
2877,Melissa Chuang,Stanford,9.65,7.806818181818181,2013,9.9,9.741,9.845
2878,Alicia Floyd,Lindenwood,9.4,7.7250000000000005,2013,9.75,9.5,9.68
2879,Emily Novotny,Denver,9.325,5.703124999999999,2014,0.0,0.0,0.0
2880,Kiersten Graber,Washington,9.675,8.096428571428572,2013,9.8,9.717,9.753
2881,Breanna Beltran,Seattle Pacific,9.325,6.661363636363635,2015,9.75,9.584,9.695
2882,Emily Vidmar,BYU,9.225,5.041666666666666,2013,0.0,0.0,0.0
2883,Amber Hu,Pennsylvania,9.05,7.409615384615385,2013,0.0,0.0,0.0
2884,Camilla Opperman,Yale,9.05,7.154999999999999,2014,9.7,9.578,9.7
2885,Hannah Gilbert,San Jose State,9.175,7.285416666666666,2013,9.85,9.69,9.795
2886,Virginia Brownsell,Southern Utah,9.8,7.222222222222221,2014,9.875,9.75,9.855
2887,Serena Leong,California,9.55,7.915384615384615,2013,9.925,9.842,9.895
2888,Michelle Yasukochi,Utah State,9.525,7.684615384615384,2013,9.825,9.714,9.81
2889,Ashley Tai,Stanford,9.775,6.06607142857143,2017,9.85,9.803,9.82
2890,Julia York,Alaska,9.275,7.616666666666666,2014,9.775,9.576,9.67
2891,Alyssa Anderson,Sacramento State,9.1,4.441666666666666,2013,9.525,9.525,0.0
2892,Brennan Bailes,Sacramento State,8.75,2.8666666666666663,2014,0.0,0.0,0.0
2893,Lindsay Mable,Minnesota,9.825,8.184615384615384,2013,10.0,9.87,9.95
2894,Rachel Abrams,Ohio State,9.775,7.15625,2013,9.75,9.75,0.0
2895,Lark Pokladnik,Missouri,9.5,7.593181818181818,2014,0.0,0.0,0.0
2896,JoAnna Cuba,Utah State,9.425,6.6468750000000005,2013,0.0,0.0,0.0
2897,Jordyn Beck,Nebraska,9.725,9.49375,2014,0.0,0.0,0.0
2898,Courtney Heise,Lindenwood,9.225,7.595833333333332,2013,9.95,9.562,9.78
2899,Kristen DeCosta,Iowa State,9.425,3.88125,2013,0.0,0.0,0.0
2900,Maggie Teets,Stanford,9.2,6.255,2013,0.0,0.0,0.0
2901,Ashleigh Gillis,Texas Woman's,9.375,6.4,2013,0.0,0.0,0.0
2902,Maria Hundley,Seattle Pacific,9.225,9.025,2013,9.875,9.738,9.875
2903,Tori Beckwith,Lindenwood,9.325,6.434090909090909,2013,9.275,9.188,0.0
2904,Allison Scates,Centenary College,9.1,7.426923076923079,2014,9.7,9.398,9.585
2905,Erin Odom,Towson,9.7,7.096875,2013,9.75,9.504,9.455
2906,Sydnie Dillard,Arkansas,9.625,6.1883333333333335,2013,0.0,0.0,0.0
2907,Hunter Price,Oklahoma,9.625,6.333333333333333,2013,9.9125,9.831,9.867
2908,Joey Ching,Air Force,8.9,5.883333333333333,2014,9.575,9.334,9.5
2909,Carly Kiesow,UW-La Crosse,8.925,8.265,2013,0.0,0.0,0.0
2910,Montana Whittle,Kentucky,0.0,0.0,2014,0.0,0.0,0.0
2911,Brittney Sooksengdao,Yale,9.525,9.3125,2013,9.8,9.289,9.66
2912,Nicole Pruchnik,Southern Conn.,9.275,6.417857142857143,2013,9.75,9.558,9.68
2913,Jillian Casarella,Ursinus College,8.15,8.15,2014,0.0,0.0,0.0
2914,Sara Schupp,Cornell,9.325,6.496428571428571,2013,9.8,9.511,9.745
2915,Kaylee Remillard,Rhode Island College,9.0,6.45,2013,0.0,0.0,0.0
2916,Jenna Williams,Springfield College,9.65,5.378571428571428,2009,9.85,9.654,9.825
2917,Nicolette Wilson,Rutgers,9.45,9.225,2013,9.9,9.694,9.82
2918,Reagan Oliveri,Temple,9.175,6.025,2013,9.6,9.478,9.545
2919,Amy Vicidomini,Springfield College,8.9,8.9,2013,9.325,9.108,0.0
2920,Alicia Bair,Cornell,9.425,9.205,2013,9.825,9.616,9.79
2921,Amanda Rota,Brockport,8.9,5.870833333333334,2013,0.0,0.0,0.0
2922,Lily Jagodzinski,Brockport,9.0,8.65,2013,0.0,0.0,0.0
2923,Lindsay Knapp,West Chester,9.175,5.160714285714286,2013,9.375,9.155,9.28
2924,Chelsea Olson,UW-La Crosse,8.4,8.3,2013,9.25,8.825,0.0
2925,Rachel Tucker,BYU,9.175,6.029166666666666,2014,9.6,9.533,9.52
2926,Danielle Judal,UC Davis,9.55,7.759615384615385,2013,9.85,9.721,9.795
2927,Stephanie Stamates,UC Davis,9.475,6.183333333333333,2013,9.8,9.581,9.715
2928,Taylor Baron,UC Davis,9.425,6.614285714285714,2015,9.675,9.606,0.0
2929,Taylor James,William & Mary,8.775,5.309375,2013,0.0,0.0,0.0
2930,Marley Bender,Cortland State,9.35,6.6477272727272725,2014,9.6,9.443,9.55
2931,Carissa Lim,Pennsylvania,9.375,6.57142857142857,2013,9.75,9.396,9.72
2932,Jillian Chappel,Utah State,9.5,9.333333333333334,2014,9.9,9.747,9.835
2933,Mary Beth Box,Georgia,9.7,7.898076923076923,2013,0.0,0.0,0.0
2934,Ali Ables,Air Force,9.1,1.5166666666666666,2013,9.775,9.425,0.0
2935,Barbara Bass,UW-Oshkosh,8.725,2.908333333333333,2013,0.0,0.0,0.0
2936,Ariel Martin,Nebraska,9.9,8.1125,2014,9.95,9.848,9.87
2937,Keara Glover,Arkansas,9.65,6.703571428571429,2013,0.0,0.0,0.0
2938,Jaelyn Olsen,Northern Illinois,9.6,7.280555555555557,2013,9.9,9.753,9.84
2939,Diana Walters,Brown,9.575,7.817307692307692,2013,9.825,9.53,9.78
2940,Nicole Wetzel,Alaska,8.875,8.758333333333333,2013,0.0,0.0,0.0
2941,Kellie Slater,Centenary College,9.35,9.26,2013,9.725,9.545,9.7
2942,Hannah Popper,Temple,8.975,4.4125,2013,0.0,0.0,0.0
2943,Mikaela Jones,BYU,9.475,6.465,2013,9.875,9.708,9.795
2944,Randi Cutolo,Bridgeport,8.975,8.825,2014,0.0,0.0,0.0
2945,Alexa Okamura,Seattle Pacific,9.3,6.234999999999999,2013,0.0,0.0,0.0
2946,Randi Schorzman,UW-Stout,9.425,7.755769230769231,2013,9.55,9.278,9.475
2947,Hollie Blanske,Nebraska,9.875,7.088636363636364,2013,9.975,9.853,9.945
2948,Courtney Howard,UW-Oshkosh,9.2,5.845833333333333,2013,0.0,0.0,0.0
2949,Taylor Baron,UC Davis,9.425,6.614285714285714,2015,9.675,9.606,0.0
2950,Charlotte Sullivan,Iowa,9.525,9.525,2017,9.875,9.735,9.815
2951,Courtney McGregor,Boise State,9.55,9.55,2017,9.9,9.802,9.875
2952,Katie Honarmand,Ball State,0.0,0.0,2013,0.0,0.0,0.0
2953,Paige Bottano,Sacramento State,8.875,4.4375,2013,0.0,0.0,0.0
2954,Katy Nogaki,UC Davis,9.75,6.458333333333333,2014,9.9,9.778,9.875
